id,source,path,label,media_type,fps,frames,width,height,signer,session,split
kag_59e4220fdf303c36de6ca84b4de06684,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/59e4220fdf303c36de6ca84b4de06684.jpg,a,image,0.0,1,,,,,val
kag_d6e75feab8c437fffc0f7809c802a77e,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/d6e75feab8c437fffc0f7809c802a77e.jpg,a,image,0.0,1,,,,,test
kag_cb018e87549d2aa3c22001ee819879af,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/cb018e87549d2aa3c22001ee819879af.jpg,a,image,0.0,1,,,,,train
kag_0b915f7dc14b9aad2db2def43308c97c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/0b915f7dc14b9aad2db2def43308c97c.jpg,a,image,0.0,1,,,,,train
kag_9807791eeae1763eaca4e9328566147c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/9807791eeae1763eaca4e9328566147c.jpg,a,image,0.0,1,,,,,train
kag_885692e899ca7df121f42782427c1a52,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/885692e899ca7df121f42782427c1a52.jpg,a,image,0.0,1,,,,,val
kag_5b2af1da9c92432b0870f1c1f1080b23,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/5b2af1da9c92432b0870f1c1f1080b23.jpg,a,image,0.0,1,,,,,train
kag_ab85ff2f16e47a78059170bda52b513a,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/ab85ff2f16e47a78059170bda52b513a.jpg,a,image,0.0,1,,,,,val
kag_198bc1dabca3a6f953176c185991deb7,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/198bc1dabca3a6f953176c185991deb7.jpg,a,image,0.0,1,,,,,val
kag_613049e0a3ed02709afc707bfddc0d2d,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/613049e0a3ed02709afc707bfddc0d2d.jpg,a,image,0.0,1,,,,,train
kag_3b66ebeb4482bb3ee82db42294851be3,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/3b66ebeb4482bb3ee82db42294851be3.jpg,a,image,0.0,1,,,,,val
kag_ee8a26e18f2c0dfd8f5721ee38c019be,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/ee8a26e18f2c0dfd8f5721ee38c019be.jpg,a,image,0.0,1,,,,,train
kag_c3276957d7ca3f1b89493cbc9861b963,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/c3276957d7ca3f1b89493cbc9861b963.jpg,a,image,0.0,1,,,,,train
kag_338ca611e5231454bd3c7a32521ebf0f,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/338ca611e5231454bd3c7a32521ebf0f.jpg,a,image,0.0,1,,,,,train
kag_ed69c27ed0f4b5cb94e551b04fa55213,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/ed69c27ed0f4b5cb94e551b04fa55213.jpg,a,image,0.0,1,,,,,train
kag_f03a8a5168a62d465db1e49b764fa85b,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/f03a8a5168a62d465db1e49b764fa85b.jpg,a,image,0.0,1,,,,,train
kag_52f6e9a898a985c1f3c40faa8948ed87,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/52f6e9a898a985c1f3c40faa8948ed87.jpg,a,image,0.0,1,,,,,train
kag_ef00e8a30f93e8360d9d43baf1ad8ab6,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/ef00e8a30f93e8360d9d43baf1ad8ab6.jpg,a,image,0.0,1,,,,,train
kag_228e518045629982723ec3d385fc9b3d,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/228e518045629982723ec3d385fc9b3d.jpeg,a,image,0.0,1,,,,,train
kag_868494bfbf350ad34537f47830944d54,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/868494bfbf350ad34537f47830944d54.jpg,a,image,0.0,1,,,,,test
kag_679d42a01000bf1a617d0ce6afb03e93,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/679d42a01000bf1a617d0ce6afb03e93.jpg,a,image,0.0,1,,,,,test
kag_8f8a0f1aa15fe9a9ded3e2ecf70dbd49,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/8f8a0f1aa15fe9a9ded3e2ecf70dbd49.jpg,a,image,0.0,1,,,,,train
kag_672d045907b53d1f0db3a3f896e7e50f,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/672d045907b53d1f0db3a3f896e7e50f.jpg,a,image,0.0,1,,,,,train
kag_be1813f9488d76cb7c9ecbec1333e02c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/be1813f9488d76cb7c9ecbec1333e02c.jpg,a,image,0.0,1,,,,,train
kag_270d9333d92202f8b2fcc66095411ff9,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/270d9333d92202f8b2fcc66095411ff9.jpg,a,image,0.0,1,,,,,val
kag_dc60ee6a74eb085481a09873ee5db229,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/dc60ee6a74eb085481a09873ee5db229.jpg,a,image,0.0,1,,,,,train
kag_de9efae4ecec93f34ddba45621df2b17,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/de9efae4ecec93f34ddba45621df2b17.jpg,a,image,0.0,1,,,,,train
kag_9978b07684417ed645eae5ae591c8472,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/9978b07684417ed645eae5ae591c8472.jpg,a,image,0.0,1,,,,,train
kag_b71d8cc3d0f968a1a61c41e255cceaea,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/b71d8cc3d0f968a1a61c41e255cceaea.jpg,a,image,0.0,1,,,,,test
kag_39d3f9512da7483010e8e96152603cca,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/39d3f9512da7483010e8e96152603cca.jpg,a,image,0.0,1,,,,,test
kag_364f1839ba46d609f853ed553ea2e0a2,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/364f1839ba46d609f853ed553ea2e0a2.jpg,a,image,0.0,1,,,,,train
kag_83bc9a5506c6b6f5ede29b3f8fddb144,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/83bc9a5506c6b6f5ede29b3f8fddb144.jpg,a,image,0.0,1,,,,,train
kag_23f4e79791e4da337e70204f500a0cc0,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/23f4e79791e4da337e70204f500a0cc0.jpg,a,image,0.0,1,,,,,val
kag_d08f5972c99caecb26677d1c73b48737,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/d08f5972c99caecb26677d1c73b48737.jpg,a,image,0.0,1,,,,,train
kag_00aa43d8cbcca0a427a4037ddefe341b,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/00aa43d8cbcca0a427a4037ddefe341b.jpg,a,image,0.0,1,,,,,train
kag_bcf4b6fadb7d1125a0643a0b18355129,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/bcf4b6fadb7d1125a0643a0b18355129.jpg,a,image,0.0,1,,,,,train
kag_85d20ad6f56fc012db549f7ac8fd40e5,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/85d20ad6f56fc012db549f7ac8fd40e5.jpg,a,image,0.0,1,,,,,train
kag_4c6f770156ce384cc0cd7303c8c899d3,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/4c6f770156ce384cc0cd7303c8c899d3.jpg,a,image,0.0,1,,,,,train
kag_e119e496c6442c4cb5f5b18bedcf7bcd,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/e119e496c6442c4cb5f5b18bedcf7bcd.jpg,a,image,0.0,1,,,,,test
kag_79c9dff2f33508c457d5f32f58b23b68,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/79c9dff2f33508c457d5f32f58b23b68.jpg,a,image,0.0,1,,,,,val
kag_c7e92fb59b208cf91dbcd4b260fdca13,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/c7e92fb59b208cf91dbcd4b260fdca13.jpg,a,image,0.0,1,,,,,test
kag_e87441985ee1aaaf327a351be23b1ae1,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/e87441985ee1aaaf327a351be23b1ae1.jpg,a,image,0.0,1,,,,,train
kag_73ba6c2614387bc692d444c5b1e06dfb,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/73ba6c2614387bc692d444c5b1e06dfb.jpg,a,image,0.0,1,,,,,train
kag_243d15afa6cf0f36d6a33614b4ba3565,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/243d15afa6cf0f36d6a33614b4ba3565.jpg,a,image,0.0,1,,,,,train
kag_04bc9bd6895cd8739a2072031e8cecb5,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/04bc9bd6895cd8739a2072031e8cecb5.jpg,a,image,0.0,1,,,,,train
kag_7c987e736db88d7fd328b42c8c12baee,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/7c987e736db88d7fd328b42c8c12baee.jpg,a,image,0.0,1,,,,,train
kag_762edbec5b63fc1a5511984f34c20a05,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/762edbec5b63fc1a5511984f34c20a05.jpg,a,image,0.0,1,,,,,train
kag_a4a65c7c769a7555e33e06f40be27639,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/a4a65c7c769a7555e33e06f40be27639.jpg,a,image,0.0,1,,,,,test
kag_e345dbe23f706a0461824528733c8149,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/e345dbe23f706a0461824528733c8149.jpg,a,image,0.0,1,,,,,train
kag_6ea4f2875ced5550912463d8fe6c8618,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/6ea4f2875ced5550912463d8fe6c8618.jpg,a,image,0.0,1,,,,,train
kag_4149f91954aaef88f459310cd14f61d1,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/4149f91954aaef88f459310cd14f61d1.jpg,a,image,0.0,1,,,,,val
kag_948affeba0399b141bb6ceb5fc5302cf,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/948affeba0399b141bb6ceb5fc5302cf.jpg,a,image,0.0,1,,,,,test
kag_c8bf503258c4f106b1f8390f4cea3319,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/c8bf503258c4f106b1f8390f4cea3319.jpg,a,image,0.0,1,,,,,train
kag_67c0499d66a1b52c133c898058f3f8da,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/67c0499d66a1b52c133c898058f3f8da.jpg,a,image,0.0,1,,,,,train
kag_9fa0fca2794ef6b89ab732a71af1639f,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/9fa0fca2794ef6b89ab732a71af1639f.jpg,a,image,0.0,1,,,,,train
kag_d5570eb39380257f850c759347893703,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/d5570eb39380257f850c759347893703.jpg,a,image,0.0,1,,,,,train
kag_fc5c41a1d37b20a5d5389540c3ab7716,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/fc5c41a1d37b20a5d5389540c3ab7716.jpg,a,image,0.0,1,,,,,train
kag_42df57471e1cfc7bfaa2726a1223f4c9,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/42df57471e1cfc7bfaa2726a1223f4c9.jpg,a,image,0.0,1,,,,,train
kag_c973f8abba159ea2c889372ed9c233a2,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/c973f8abba159ea2c889372ed9c233a2.jpg,a,image,0.0,1,,,,,train
kag_3f5c4ddb6418bc59db4fd934cf0cad1e,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/3f5c4ddb6418bc59db4fd934cf0cad1e.jpg,a,image,0.0,1,,,,,test
kag_0691526dc1765c6ac68cb14701b678c7,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/0691526dc1765c6ac68cb14701b678c7.jpg,a,image,0.0,1,,,,,train
kag_9776734b3ef321a37512367da6a36e99,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/9776734b3ef321a37512367da6a36e99.jpg,a,image,0.0,1,,,,,train
kag_179eb74254f699e7ac1367a8cc6e2b77,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/179eb74254f699e7ac1367a8cc6e2b77.jpg,a,image,0.0,1,,,,,train
kag_78182241ab9d89491c16e9f6bdd7599f,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/78182241ab9d89491c16e9f6bdd7599f.jpg,a,image,0.0,1,,,,,test
kag_de4d09a4a5c74ec2e80ae22c25391226,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/de4d09a4a5c74ec2e80ae22c25391226.jpg,a,image,0.0,1,,,,,train
kag_aed0a131cd70cdf80708288ed15ebb88,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/aed0a131cd70cdf80708288ed15ebb88.jpg,a,image,0.0,1,,,,,train
kag_b173e60a9c702f4eb5e7c482a4b0042a,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/b173e60a9c702f4eb5e7c482a4b0042a.jpg,a,image,0.0,1,,,,,train
kag_eb138f52e99361a130ce338384edc1b5,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/eb138f52e99361a130ce338384edc1b5.jpg,a,image,0.0,1,,,,,train
kag_0bc81bfc1692e4fd0222350bc163c197,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/0bc81bfc1692e4fd0222350bc163c197.jpg,a,image,0.0,1,,,,,test
kag_c24cc4719228569c821440428c4fbf93,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/c24cc4719228569c821440428c4fbf93.jpg,a,image,0.0,1,,,,,test
kag_48771b03ae2ff91dee82624fc6f39378,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/48771b03ae2ff91dee82624fc6f39378.jpg,a,image,0.0,1,,,,,test
kag_08c958fbd8103f5aa8a997450f678481,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/08c958fbd8103f5aa8a997450f678481.jpg,a,image,0.0,1,,,,,train
kag_e27e9aa7a9f84c2486d1e6f78f5e4ab0,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/e27e9aa7a9f84c2486d1e6f78f5e4ab0.jpg,a,image,0.0,1,,,,,val
kag_294171d5d0311c0bbb14f921d10c6c99,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/294171d5d0311c0bbb14f921d10c6c99.jpg,a,image,0.0,1,,,,,train
kag_cce519f58f73656b37431c2efa8f0803,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/cce519f58f73656b37431c2efa8f0803.jpg,a,image,0.0,1,,,,,train
kag_24c7667cc4b7e1bd6ef89f2ae6c3f202,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/24c7667cc4b7e1bd6ef89f2ae6c3f202.jpg,a,image,0.0,1,,,,,test
kag_d4b227dd9a6054fa5e515d003aae78ae,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/d4b227dd9a6054fa5e515d003aae78ae.jpg,a,image,0.0,1,,,,,train
kag_f8f73b4877a3dec852235540c41ce99e,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/f8f73b4877a3dec852235540c41ce99e.jpg,a,image,0.0,1,,,,,train
kag_697a3438825f104e339f11ab19425e0c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/697a3438825f104e339f11ab19425e0c.jpg,a,image,0.0,1,,,,,train
kag_ae28a9a7d0e832f7a750b0d2827c9692,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/ae28a9a7d0e832f7a750b0d2827c9692.jpg,a,image,0.0,1,,,,,test
kag_dedece558feac8cea2c4ecd84db4dc6b,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/dedece558feac8cea2c4ecd84db4dc6b.jpg,a,image,0.0,1,,,,,train
kag_fca44b95abfbd94805036a67cc63eeb4,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/fca44b95abfbd94805036a67cc63eeb4.jpg,a,image,0.0,1,,,,,test
kag_3a1e230577f01d5e55ff3d4321264406,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/3a1e230577f01d5e55ff3d4321264406.jpg,a,image,0.0,1,,,,,val
kag_539f9e15eadee5d48e509fe583ebf83c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/539f9e15eadee5d48e509fe583ebf83c.jpg,a,image,0.0,1,,,,,val
kag_2a27850384224fa8210c781e26a55f2d,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/2a27850384224fa8210c781e26a55f2d.jpg,a,image,0.0,1,,,,,test
kag_7e774191448d60a50bda66b1f4ad743d,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/7e774191448d60a50bda66b1f4ad743d.jpg,a,image,0.0,1,,,,,train
kag_6bb9a5bc090c1e284785fd5f781fe402,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/6bb9a5bc090c1e284785fd5f781fe402.jpg,a,image,0.0,1,,,,,train
kag_b582a99302208d363259d2df36180f3e,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/b582a99302208d363259d2df36180f3e.jpg,a,image,0.0,1,,,,,train
kag_20b9c0a1bd8aef355c25a2b17f5fba6c,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/20b9c0a1bd8aef355c25a2b17f5fba6c.jpg,a,image,0.0,1,,,,,train
kag_c17ba0807d16ea5deaba56299b2f6f0a,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/c17ba0807d16ea5deaba56299b2f6f0a.jpg,a,image,0.0,1,,,,,test
kag_08c2d87b1ad224b5a467f663fb739225,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/08c2d87b1ad224b5a467f663fb739225.jpg,a,image,0.0,1,,,,,train
kag_75f94f09d94494e5a3bd27355354ab39,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/75f94f09d94494e5a3bd27355354ab39.jpg,a,image,0.0,1,,,,,train
kag_75b7176ea76e2dee566dc59f408c97ec,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/75b7176ea76e2dee566dc59f408c97ec.jpg,a,image,0.0,1,,,,,train
kag_db6a9cae250555f9a9bef52f72731a43,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/db6a9cae250555f9a9bef52f72731a43.jpg,a,image,0.0,1,,,,,train
kag_3169179728351fc7b89b8a274e793cb0,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/3169179728351fc7b89b8a274e793cb0.jpg,a,image,0.0,1,,,,,train
kag_6e6baac077848774dbfdf992442de822,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/6e6baac077848774dbfdf992442de822.jpg,a,image,0.0,1,,,,,test
kag_b33de36c2109d8d60762f8176debf702,kaggle,/Users/david/Library/CloudStorage/OneDrive-Personal/Documents/CPP/Courses/Fall 2025/CS 4620/asl_model/data/kaggle_asl_combined/A/b33de36c2109d8d60762f8176debf702.jpg,a,image,0.0,1,,,,,train
